,course_type,course_name,course_link,uni_name,uni_city,tution_fee,lang_of_instr,dura_of_study,semester_beginning,online_course_elemen,online_subject_el,oline_e_learning_type
777,Master's degree,Master of Science in Commercial Vehicle Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3946/,Technische Universität Kaiserslautern ,Kaiserslautern,none,"German, English",4 semesters,Winter semester,,,
778,Master's degree,Master of Science in Communication and Media Engineering (CME),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3771/,Offenburg University of Applied Sciences ,Offenburg,varied,English,4 semesters,Winter semester,,,
779,Master's degree,Master of Science in Communications and Signal Processing,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3979/,Technische Universität Ilmenau ,Ilmenau,none,English,4 semesters,Winter semester,,,
780,Master's degree,Master of Science in Communications Engineering (MSCE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3768/,Technische Universität München ,München,none,English,4 semesters,Winter semester,,,
781,Master's degree,Master of Science in Communications Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3793/,Ulm University ,Ulm,varied,English,4 semesters,Summer semester,,,
782,Master's degree,Master of Science in Computational Mathematics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5367/,University of Passau ,Passau,none,English,4 semesters,"Winter semester, Summer semester",,,
783,Master's degree,Master of Science in Computational Sciences,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7055/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
784,Master's degree,Master of Science in Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3736/,University of Freiburg ,Freiburg im Breisgau,varied,English,4 semesters,"Winter semester, Summer semester",,,
785,Master's degree,Master of Science in Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4455/,University of Passau ,Passau,none,English,4 semesters,"Winter semester, Summer semester",,,
786,Master's degree,Master of Science in Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4591/,University of Siegen ,Siegen,none,English,4 semesters,Winter semester,,,
787,Master's degree,Master of Science in Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5616/,Paderborn University ,Paderborn,none,English,4 semesters,"Winter semester, Summer semester",,,
788,Master's degree,Master of Science in Computer Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6148/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
789,Master's degree,Master of Science in Dairy Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4857/,Kiel University ,Kiel,none,English,4 semesters,Winter semester,,,
790,Master's degree,Master of Science in Data Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4653/,Jacobs University Bremen ,Bremen,"10.000,00",English,4 semesters,Winter semester,,,
791,Master's degree,Master of Science in Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5351/,Trier University ,Trier,none,English,4 semesters,"Winter semester, Summer semester",,,
792,Master's degree,Master of Science in Data Science,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7066/,Freie Universität Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
793,Master's degree,Master of Science in Digital Health,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5252/,University of Potsdam ,Potsdam,none,English,4 semesters,Winter semester,,,
794,Master's degree,Master of Science in Earth Oriented Space Science and Technology (ESPACE),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3777/,Technische Universität München ,München,none,English,4 semesters,Winter semester,,,
795,Master's degree,Master of Science in Econometrics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6998/,University of Duisburg-Essen ,Essen,none,English,4 semesters,Winter semester,,,
796,Master's degree,Master of Science in Economic Policy Siegen,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4213/,University of Siegen ,Siegen,none,English,4 semesters,Winter semester,,,
797,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4034/,University of Bonn ,Bonn,none,English,4 semesters,Winter semester,,,
798,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4076/,Universität Hamburg ,Hamburg,none,English,4 semesters,Winter semester,,,
799,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4193/,University of Mannheim ,Mannheim,varied,English,4 semesters,Winter semester,,,
800,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4208/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
801,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4236/,Trier University ,Trier,none,English,4 semesters,Winter semester,,,
802,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4251/,Friedrich Schiller University Jena ,Jena,none,English,4 semesters,Winter semester,,,
803,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4275/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
804,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4434/,University of Hohenheim ,Stuttgart,varied,English,4 semesters,Winter semester,,,
805,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4568/,FAU Erlangen-Nürnberg ,Nürnberg,none,"German, English",4 semesters,Winter semester,,,
806,Master's degree,Master of Science in Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6323/,Humboldt-Universität zu Berlin ,Berlin,none,English,4 semesters,Winter semester,,,
807,Master's degree,Master of Science in Electrical Engineering and Information Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6159/,Kiel University ,Kiel,none,English,3 semesters,"Winter semester, Summer semester",,,
808,Master's degree,Master of Science in Embedded Systems Engineering,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4360/,University of Freiburg ,Freiburg im Breisgau,varied,English,4 semesters,"Winter semester, Summer semester",,,
809,Master's degree,Master of Science in Energy Science and Technology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3948/,Ulm University ,Ulm,varied,English,4 semesters,Winter semester,,,
810,Master's degree,Master of Science in Engineering Physics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3746/,University of Oldenburg ,Oldenburg,none,"German, English",4 semesters,"Winter semester, Summer semester",,,
811,Master's degree,Master of Science in Enterprise and IT Security (ENITS),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/5576/,Offenburg University of Applied Sciences ,Offenburg,varied,English,3 semesters,Winter semester,,,
812,Master's degree,Master of Science in Entrepreneurship and Innovation Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6986/,TU Darmstadt ,Darmstadt,none,English,4 semesters,"Winter semester, Summer semester",,,
813,Master's degree,Master of Science in Environmental and Resource Economics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4506/,Kiel University ,Kiel,none,English,4 semesters,"Winter semester, Summer semester",,,
814,Master's degree,Master of Science in Environmental Planning and Territorial Development (Umwelt- und Regionalplanung),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/7027/,Leibniz Universität Hannover ,Hannover,none,English,4 semesters,"Winter semester, Summer semester",,,
815,Master's degree,Master of Science in Environmental Sciences (MSc ES),https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3789/,Trier University ,Trier,none,English,4 semesters,Winter semester,,,
816,Master's degree,Master of Science in Epidemiology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4415/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
817,Master's degree,Master of Science in Geobiology and Palaeobiology,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4487/,Ludwig-Maximilians-Universität München ,München,none,English,4 semesters,Winter semester,,,
818,Master's degree,"Master of Science in Geodesy and Geoinformatics, Specialisation Hydrography",https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4254/,HafenCity University Hamburg ,Hamburg,none,English,4 semesters,Winter semester,,,
819,Master's degree,Master of Science in Geoinformatics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6304/,Trier University ,Trier,none,English,4 semesters,"Winter semester, Summer semester",,,
820,Master's degree,Master of Science in Geophysics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/6983/,University of Münster ,Münster,none,English,4 semesters,"Winter semester, Summer semester",,,
821,Master's degree,Master of Science in Global Logistics and Supply Chain Management,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4246/,Kühne Logistics University ,Hamburg,"6.480,00",English,4 semesters,Winter semester,,,
822,Master's degree,Master of Science in Governance of Risk and Resources,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/4305/,Universität Heidelberg ,Heidelberg,,English,3 semesters,Summer semester,,,
823,Master's degree,Master of Science in Green Electronics,https://www2.daad.de/deutschland/studienangebote/international-programmes/en/detail/3927/,Technische Universität München ,Singapore,,English,4 semesters,Winter semester,,,
